Transaction ID,Account ID,Transaction Type,Transaction Amount
TRANS002614,ACC02614,Credit,2059.45
TRANS002615,ACC02615,Credit,2635.2
TRANS002616,ACC02616,Debit,2637.68
TRANS002617,ACC02617,Debit,3514.37
TRANS002618,ACC02618,Credit,667.69
TRANS002619,ACC02619,Debit,3516.95
TRANS002620,ACC02620,Debit,45.69
TRANS002621,ACC02621,Credit,2346.85
TRANS002622,ACC02622,Credit,4870.89
TRANS002623,ACC02623,Debit,3298.23
TRANS002624,ACC02624,Credit,449.03
TRANS002625,ACC02625,Debit,4643.01
TRANS002626,ACC02626,Debit,2855.04
TRANS002627,ACC02627,Credit,3495.48
TRANS002628,ACC02628,Debit,1827.95
TRANS002629,ACC02629,Debit,1590.87
TRANS002630,ACC02630,Credit,276.64
TRANS002631,ACC02631,Credit,3555.09
TRANS002632,ACC02632,Credit,1092.49
TRANS002633,ACC02633,Credit,1782.5
TRANS002634,ACC02634,Debit,3284.07
TRANS002635,ACC02635,Debit,316.35
TRANS002636,ACC02636,Debit,2513.05
TRANS002637,ACC02637,Credit,2595.62
TRANS002638,ACC02638,Debit,3252.67
TRANS002639,ACC02639,Debit,4420.6
TRANS002640,ACC02640,Credit,4004.38
TRANS002641,ACC02641,Debit,3834.13
TRANS002642,ACC02642,Debit,2063.87
TRANS002643,ACC02643,Credit,2555.45
TRANS002644,ACC02644,Debit,2522.62
TRANS002645,ACC02645,Credit,3106.4
TRANS002646,ACC02646,Debit,3313.2
TRANS002647,ACC02647,Debit,2962.26
TRANS002648,ACC02648,Debit,42.6
TRANS002649,ACC02649,Debit,443.7
TRANS002650,ACC02650,Debit,3346.34
TRANS002651,ACC02651,Credit,410.73
TRANS002652,ACC02652,Credit,2017.63
TRANS002653,ACC02653,Debit,3127.08
TRANS002654,ACC02654,Debit,1981.19
TRANS002655,ACC02655,Credit,4671.8
TRANS002656,ACC02656,Credit,725.74
TRANS002657,ACC02657,Credit,555.11
TRANS002658,ACC02658,Credit,1396.5
TRANS002659,ACC02659,Credit,4444.05
TRANS002660,ACC02660,Credit,3686.81
TRANS002661,ACC02661,Credit,4768.48
TRANS002662,ACC02662,Debit,4279.72
TRANS002663,ACC02663,Debit,3220.77
TRANS002664,ACC02664,Debit,156.69
TRANS002665,ACC02665,Credit,3379.86
TRANS002666,ACC02666,Credit,512.01
TRANS002667,ACC02667,Debit,94.25
TRANS002668,ACC02668,Debit,883.61
TRANS002669,ACC02669,Debit,2142.42
TRANS002670,ACC02670,Credit,2468.48
TRANS002671,ACC02671,Credit,1457.52
TRANS002672,ACC02672,Debit,3022.98
TRANS002673,ACC02673,Debit,1310.67
TRANS002674,ACC02674,Credit,235.25
TRANS002675,ACC02675,Credit,4545.55
TRANS002676,ACC02676,Debit,1628.12
TRANS002677,ACC02677,Debit,4336.52
TRANS002678,ACC02678,Credit,4999.79
TRANS002679,ACC02679,Credit,4361.02
TRANS002680,ACC02680,Debit,3411.59
TRANS002681,ACC02681,Credit,3098.07
TRANS002682,ACC02682,Credit,2647.8
TRANS002683,ACC02683,Credit,2010.7
TRANS002684,ACC02684,Credit,630.42
TRANS002685,ACC02685,Debit,520.97
TRANS002686,ACC02686,Debit,1150.0
TRANS002687,ACC02687,Debit,65.25
TRANS002688,ACC02688,Credit,3286.84
TRANS002689,ACC02689,Credit,409.97
TRANS002690,ACC02690,Debit,2131.75
TRANS002691,ACC02691,Credit,4913.61
TRANS002692,ACC02692,Debit,1129.45
TRANS002693,ACC02693,Credit,57.62
TRANS002694,ACC02694,Debit,2833.1
TRANS002695,ACC02695,Debit,591.59
TRANS002696,ACC02696,Credit,3647.94
TRANS002697,ACC02697,Debit,669.24
TRANS002698,ACC02698,Debit,2274.28
TRANS002699,ACC02699,Debit,1080.71
TRANS002700,ACC02700,Credit,3780.77
TRANS002701,ACC02701,Credit,4330.72
TRANS002702,ACC02702,Debit,3166.73
TRANS002703,ACC02703,Credit,2486.07
TRANS002704,ACC02704,Debit,1048.73
TRANS002705,ACC02705,Debit,2035.07
TRANS002706,ACC02706,Debit,1779.4
TRANS002707,ACC02707,Credit,1579.5
TRANS002708,ACC02708,Debit,4383.96
TRANS002709,ACC02709,Debit,603.25
TRANS002710,ACC02710,Debit,990.99
TRANS002711,ACC02711,Credit,3162.61
TRANS002712,ACC02712,Credit,1488.87
TRANS002713,ACC02713,Debit,2949.69
TRANS002714,ACC02714,Credit,3164.33
TRANS002715,ACC02715,Credit,2068.75
TRANS002716,ACC02716,Debit,1543.27
TRANS002717,ACC02717,Credit,1754.68
TRANS002718,ACC02718,Credit,1438.23
TRANS002719,ACC02719,Debit,2659.56
TRANS002720,ACC02720,Debit,3333.28
TRANS002721,ACC02721,Credit,458.93
TRANS002722,ACC02722,Credit,1295.57
TRANS002723,ACC02723,Credit,2963.65
TRANS002724,ACC02724,Debit,512.47
TRANS002725,ACC02725,Credit,2900.21
TRANS002726,ACC02726,Credit,3852.99
TRANS002727,ACC02727,Credit,3473.86
TRANS002728,ACC02728,Debit,2476.01
TRANS002729,ACC02729,Debit,2909.62
TRANS002730,ACC02730,Debit,4685.59
TRANS002731,ACC02731,Debit,4819.64
TRANS002732,ACC02732,Debit,3986.77
TRANS002733,ACC02733,Credit,3554.61
TRANS002734,ACC02734,Debit,3682.21
TRANS002735,ACC02735,Credit,886.49
TRANS002736,ACC02736,Debit,1126.69
TRANS002737,ACC02737,Debit,4250.4
TRANS002738,ACC02738,Credit,2067.8
TRANS002739,ACC02739,Debit,3607.35
TRANS002740,ACC02740,Debit,2974.64
TRANS002741,ACC02741,Debit,3341.1
TRANS002742,ACC02742,Credit,1701.76
TRANS002743,ACC02743,Credit,1608.58
TRANS002744,ACC02744,Credit,2218.07
TRANS002745,ACC02745,Credit,4172.01
TRANS002746,ACC02746,Debit,2140.84
TRANS002747,ACC02747,Credit,13.6
TRANS002748,ACC02748,Credit,2957.02
TRANS002749,ACC02749,Debit,1748.56
TRANS002750,ACC02750,Credit,4133.43
TRANS002751,ACC02751,Debit,954.94
TRANS002752,ACC02752,Debit,1677.58
TRANS002753,ACC02753,Credit,487.01
TRANS002754,ACC02754,Credit,382.81
TRANS002755,ACC02755,Debit,1277.7
TRANS002756,ACC02756,Credit,1468.52
TRANS002757,ACC02757,Credit,1225.62
TRANS002758,ACC02758,Debit,693.76
TRANS002759,ACC02759,Credit,2648.92
TRANS002760,ACC02760,Debit,3978.32
TRANS002761,ACC02761,Credit,3221.21
TRANS002762,ACC02762,Debit,4589.38
TRANS002763,ACC02763,Credit,25.47
TRANS002764,ACC02764,Debit,3963.58
TRANS002765,ACC02765,Credit,833.93
TRANS002766,ACC02766,Debit,3820.65
TRANS002767,ACC02767,Credit,4325.35
TRANS002768,ACC02768,Debit,4546.01
TRANS002769,ACC02769,Debit,4402.37
TRANS002770,ACC02770,Debit,2337.4
TRANS002771,ACC02771,Credit,4989.65
TRANS002772,ACC02772,Debit,3187.73
TRANS002773,ACC02773,Debit,2411.52
TRANS002774,ACC02774,Credit,2678.21
TRANS002775,ACC02775,Credit,4405.48
TRANS002776,ACC02776,Credit,4724.49
TRANS002777,ACC02777,Debit,651.86
TRANS002778,ACC02778,Debit,2946.45
TRANS002779,ACC02779,Credit,3244.5
TRANS002780,ACC02780,Credit,375.13
TRANS002781,ACC02781,Credit,4006.37
TRANS002782,ACC02782,Credit,1394.45
TRANS002783,ACC02783,Debit,3002.39
TRANS002784,ACC02784,Credit,2765.56
TRANS002785,ACC02785,Credit,1877.64
TRANS002786,ACC02786,Debit,717.13
TRANS002787,ACC02787,Debit,4684.82
TRANS002788,ACC02788,Debit,4604.87
TRANS002789,ACC02789,Credit,1590.74
TRANS002790,ACC02790,Credit,1482.69
TRANS002791,ACC02791,Debit,1045.56
TRANS002792,ACC02792,Credit,3589.13
TRANS002793,ACC02793,Credit,2083.14
TRANS002794,ACC02794,Debit,2356.96
TRANS002795,ACC02795,Debit,4568.78
TRANS002796,ACC02796,Credit,3733.63
TRANS002797,ACC02797,Credit,620.54
TRANS002798,ACC02798,Debit,4293.51
TRANS002799,ACC02799,Credit,3225.13
TRANS002800,ACC02800,Debit,4948.9
TRANS002801,ACC02801,Debit,1119.09
TRANS002802,ACC02802,Credit,4292.91
TRANS002803,ACC02803,Debit,1568.1
TRANS002804,ACC02804,Debit,728.45
TRANS002805,ACC02805,Debit,2590.96
TRANS002806,ACC02806,Debit,3688.69
TRANS002807,ACC02807,Credit,1501.56
TRANS002808,ACC02808,Credit,392.16
TRANS002809,ACC02809,Credit,2600.28
TRANS002810,ACC02810,Debit,1906.2
TRANS002811,ACC02811,Debit,2780.16
TRANS002812,ACC02812,Debit,4688.79
TRANS002813,ACC02813,Debit,3696.99
TRANS002814,ACC02814,Debit,815.19
TRANS002815,ACC02815,Credit,946.49
TRANS002816,ACC02816,Debit,2551.44
TRANS002817,ACC02817,Credit,2868.61
TRANS002818,ACC02818,Debit,2589.74
TRANS002819,ACC02819,Debit,3921.98
TRANS002820,ACC02820,Credit,3682.0
TRANS002821,ACC02821,Debit,2562.41
TRANS002822,ACC02822,Debit,4092.23
TRANS002823,ACC02823,Credit,4507.57
TRANS002824,ACC02824,Debit,3074.28
TRANS002825,ACC02825,Debit,2458.49
TRANS002826,ACC02826,Credit,3340.73
TRANS002827,ACC02827,Debit,4853.55
TRANS002828,ACC02828,Debit,2492.32
TRANS002829,ACC02829,Debit,3925.6
TRANS002830,ACC02830,Debit,340.96
TRANS002831,ACC02831,Debit,1902.56
TRANS002832,ACC02832,Credit,721.74
TRANS002833,ACC02833,Credit,1501.55
TRANS002834,ACC02834,Debit,1771.38
TRANS002835,ACC02835,Credit,4561.52
TRANS002836,ACC02836,Credit,3682.89
TRANS002837,ACC02837,Credit,617.46
TRANS002838,ACC02838,Credit,4035.63
TRANS002839,ACC02839,Credit,2779.67
TRANS002840,ACC02840,Credit,316.87
TRANS002841,ACC02841,Credit,4441.93
TRANS002842,ACC02842,Credit,2789.69
TRANS002843,ACC02843,Credit,3105.79
TRANS002844,ACC02844,Debit,3369.02
TRANS002845,ACC02845,Debit,966.51
TRANS002846,ACC02846,Debit,218.61
TRANS002847,ACC02847,Debit,4068.82
TRANS002848,ACC02848,Debit,4457.31
TRANS002849,ACC02849,Credit,3401.67
TRANS002850,ACC02850,Credit,49.36
TRANS002851,ACC02851,Credit,1684.27
TRANS002852,ACC02852,Credit,2127.7
TRANS002853,ACC02853,Debit,4676.61
TRANS002854,ACC02854,Credit,516.53
TRANS002855,ACC02855,Credit,112.21
TRANS002856,ACC02856,Credit,2523.74
TRANS002857,ACC02857,Debit,1122.54
TRANS002858,ACC02858,Credit,492.05
TRANS002859,ACC02859,Debit,2248.01
TRANS002860,ACC02860,Debit,1538.69
TRANS002861,ACC02861,Credit,2231.38
TRANS002862,ACC02862,Debit,1063.09
TRANS002863,ACC02863,Debit,4013.85
TRANS002864,ACC02864,Credit,3123.86
TRANS002865,ACC02865,Credit,1394.33
TRANS002866,ACC02866,Debit,711.48
TRANS002867,ACC02867,Credit,3466.8
TRANS002868,ACC02868,Credit,2219.96
TRANS002869,ACC02869,Credit,4226.6
TRANS002870,ACC02870,Credit,1415.66
TRANS002871,ACC02871,Debit,1165.94
TRANS002872,ACC02872,Debit,1034.2
TRANS002873,ACC02873,Debit,1958.03
TRANS002874,ACC02874,Debit,206.75
TRANS002875,ACC02875,Debit,4458.47
TRANS002876,ACC02876,Credit,3950.43
TRANS002877,ACC02877,Debit,482.15
TRANS002878,ACC02878,Debit,2001.66
TRANS002879,ACC02879,Debit,1975.13
TRANS002880,ACC02880,Credit,3247.38
TRANS002881,ACC02881,Debit,37.47
TRANS002882,ACC02882,Credit,4846.8
TRANS002883,ACC02883,Credit,3995.36
TRANS002884,ACC02884,Credit,3432.69
TRANS002885,ACC02885,Credit,4411.63
TRANS002886,ACC02886,Debit,2126.01
TRANS002887,ACC02887,Credit,2105.66
TRANS002888,ACC02888,Credit,1410.93
TRANS002889,ACC02889,Debit,4548.58
TRANS002890,ACC02890,Credit,3874.47
TRANS002891,ACC02891,Debit,3261.67
TRANS002892,ACC02892,Debit,3144.63
TRANS002893,ACC02893,Credit,2146.88
TRANS002894,ACC02894,Credit,1006.88
TRANS002895,ACC02895,Debit,3424.41
TRANS002896,ACC02896,Debit,4327.4
TRANS002897,ACC02897,Debit,2586.26
TRANS002898,ACC02898,Debit,4638.48
TRANS002899,ACC02899,Debit,1510.09
TRANS002900,ACC02900,Credit,474.02
TRANS002901,ACC02901,Debit,1295.22
TRANS002902,ACC02902,Credit,2898.36
TRANS002903,ACC02903,Debit,1867.2
TRANS002904,ACC02904,Credit,418.94
TRANS002905,ACC02905,Credit,1983.76
TRANS002906,ACC02906,Debit,1814.73
TRANS002907,ACC02907,Debit,4364.96
TRANS002908,ACC02908,Credit,739.44
TRANS002909,ACC02909,Credit,2345.08
TRANS002910,ACC02910,Credit,3376.11
TRANS002911,ACC02911,Debit,726.93
TRANS002912,ACC02912,Credit,4091.96
TRANS002913,ACC02913,Credit,3456.29
TRANS002914,ACC02914,Credit,2244.08
TRANS002915,ACC02915,Credit,4352.81
TRANS002916,ACC02916,Debit,194.54
TRANS002917,ACC02917,Credit,3936.88
TRANS002918,ACC02918,Credit,4792.38
TRANS002919,ACC02919,Debit,3983.89
TRANS002920,ACC02920,Debit,1933.08
TRANS002921,ACC02921,Credit,1255.15
TRANS002922,ACC02922,Credit,2396.22
TRANS002923,ACC02923,Credit,2226.16
TRANS002924,ACC02924,Debit,2698.08
TRANS002925,ACC02925,Credit,3663.25
TRANS002926,ACC02926,Debit,427.68
TRANS002927,ACC02927,Credit,1063.75
TRANS002928,ACC02928,Credit,2453.31
TRANS002929,ACC02929,Credit,4257.02
TRANS002930,ACC02930,Debit,2494.19
TRANS002931,ACC02931,Debit,2955.93
TRANS002932,ACC02932,Debit,2225.7
TRANS002933,ACC02933,Debit,2727.89
TRANS002934,ACC02934,Credit,577.96
TRANS002935,ACC02935,Debit,969.38
TRANS002936,ACC02936,Credit,1573.78
TRANS002937,ACC02937,Debit,3104.62
TRANS002938,ACC02938,Debit,1573.86
TRANS002939,ACC02939,Debit,4230.28
TRANS002940,ACC02940,Credit,3176.58
TRANS002941,ACC02941,Credit,2593.42
TRANS002942,ACC02942,Debit,1013.95
TRANS002943,ACC02943,Credit,3779.42
TRANS002944,ACC02944,Credit,3973.73
TRANS002945,ACC02945,Credit,1437.96
TRANS002946,ACC02946,Debit,3185.0
TRANS002947,ACC02947,Credit,4651.69
TRANS002948,ACC02948,Debit,1784.79
TRANS002949,ACC02949,Debit,427.02
TRANS002950,ACC02950,Credit,225.62
TRANS002951,ACC02951,Debit,4269.01
TRANS002952,ACC02952,Debit,4240.69
TRANS002953,ACC02953,Debit,497.52
TRANS002954,ACC02954,Debit,81.64
TRANS002955,ACC02955,Credit,3259.33
TRANS002956,ACC02956,Debit,4820.29
TRANS002957,ACC02957,Credit,4323.37
TRANS002958,ACC02958,Debit,3180.64
TRANS002959,ACC02959,Debit,3341.24
TRANS002960,ACC02960,Debit,2783.51
TRANS002961,ACC02961,Credit,422.59
TRANS002962,ACC02962,Credit,4118.97
TRANS002963,ACC02963,Credit,4028.13
TRANS002964,ACC02964,Credit,2145.32
TRANS002965,ACC02965,Debit,3650.96
TRANS002966,ACC02966,Debit,3072.37
TRANS002967,ACC02967,Credit,293.69
TRANS002968,ACC02968,Debit,3647.59
TRANS002969,ACC02969,Credit,4070.88
TRANS002970,ACC02970,Credit,4104.24
TRANS002971,ACC02971,Debit,1722.12
TRANS002972,ACC02972,Credit,3130.15
TRANS002973,ACC02973,Debit,892.46
TRANS002974,ACC02974,Credit,18.86
TRANS002975,ACC02975,Credit,4161.77
TRANS002976,ACC02976,Debit,3382.33
TRANS002977,ACC02977,Credit,4368.56
TRANS002978,ACC02978,Debit,3956.4
TRANS002979,ACC02979,Debit,2285.59
TRANS002980,ACC02980,Debit,4605.07
TRANS002981,ACC02981,Credit,716.98
TRANS002982,ACC02982,Debit,3108.39
TRANS002983,ACC02983,Debit,3027.42
TRANS002984,ACC02984,Credit,2848.69
TRANS002985,ACC02985,Debit,4981.39
TRANS002986,ACC02986,Credit,3425.48
TRANS002987,ACC02987,Credit,1995.55
TRANS002988,ACC02988,Credit,2939.36
TRANS002989,ACC02989,Credit,597.01
TRANS002990,ACC02990,Credit,4863.32
TRANS002991,ACC02991,Debit,307.38
TRANS002992,ACC02992,Credit,3175.27
TRANS002993,ACC02993,Credit,1659.76
TRANS002994,ACC02994,Debit,1986.61
TRANS002995,ACC02995,Debit,916.05
TRANS002996,ACC02996,Credit,3434.41
TRANS002997,ACC02997,Credit,2985.76
TRANS002998,ACC02998,Credit,1479.3
TRANS002999,ACC02999,Debit,1765.11
TRANS003000,ACC03000,Credit,4096.1
TRANS003001,ACC03001,Debit,1587.71
TRANS003002,ACC03002,Credit,3940.42
TRANS003003,ACC03003,Credit,2440.51
TRANS003004,ACC03004,Debit,4929.72
TRANS003005,ACC03005,Debit,2474.62
TRANS003006,ACC03006,Debit,4922.93
TRANS003007,ACC03007,Credit,3690.31
TRANS003008,ACC03008,Debit,3370.19
TRANS003009,ACC03009,Debit,1701.09
TRANS003010,ACC03010,Debit,1798.36
TRANS003011,ACC03011,Credit,421.14
TRANS003012,ACC03012,Credit,1693.13
TRANS003013,ACC03013,Debit,4311.16
TRANS003014,ACC03014,Credit,3276.15
TRANS003015,ACC03015,Debit,438.32
TRANS003016,ACC03016,Debit,4563.37
TRANS003017,ACC03017,Debit,422.67
TRANS003018,ACC03018,Credit,4430.95
TRANS003019,ACC03019,Credit,687.86
TRANS003020,ACC03020,Credit,2991.83
TRANS003021,ACC03021,Credit,3173.55
TRANS003022,ACC03022,Debit,4084.9
TRANS003023,ACC03023,Debit,3367.31
TRANS003024,ACC03024,Debit,4901.51
TRANS003025,ACC03025,Credit,1084.97
TRANS003026,ACC03026,Debit,2228.34
TRANS003027,ACC03027,Debit,4953.57
TRANS003028,ACC03028,Credit,1421.1
TRANS003029,ACC03029,Credit,498.13
TRANS003030,ACC03030,Debit,3471.63
TRANS003031,ACC03031,Credit,4341.89
TRANS003032,ACC03032,Debit,3524.99
TRANS003033,ACC03033,Credit,3440.47
TRANS003034,ACC03034,Credit,2481.29
TRANS003035,ACC03035,Debit,1909.74
TRANS003036,ACC03036,Credit,3281.18
TRANS003037,ACC03037,Debit,1850.76
TRANS003038,ACC03038,Credit,2013.41
TRANS003039,ACC03039,Debit,1610.09
TRANS003040,ACC03040,Credit,2428.44
TRANS003041,ACC03041,Debit,2504.91
TRANS003042,ACC03042,Debit,2194.72
TRANS003043,ACC03043,Debit,206.36
TRANS003044,ACC03044,Credit,1272.65
TRANS003045,ACC03045,Credit,2034.03
TRANS003046,ACC03046,Debit,211.48
TRANS003047,ACC03047,Credit,3990.71
TRANS003048,ACC03048,Credit,727.05
TRANS003049,ACC03049,Credit,2963.12
TRANS003050,ACC03050,Debit,976.26
TRANS003051,ACC03051,Credit,1295.26
TRANS003052,ACC03052,Credit,731.76
TRANS003053,ACC03053,Credit,933.69
TRANS003054,ACC03054,Debit,3159.3
TRANS003055,ACC03055,Debit,2780.35
TRANS003056,ACC03056,Credit,1759.14
TRANS003057,ACC03057,Debit,879.08
TRANS003058,ACC03058,Debit,968.88
TRANS003059,ACC03059,Credit,24.51
TRANS003060,ACC03060,Debit,935.13
TRANS003061,ACC03061,Debit,938.03
TRANS003062,ACC03062,Debit,2969.76
TRANS003063,ACC03063,Debit,4966.22
TRANS003064,ACC03064,Credit,2791.19
TRANS003065,ACC03065,Debit,2707.52
TRANS003066,ACC03066,Debit,2383.31
TRANS003067,ACC03067,Credit,3364.48
TRANS003068,ACC03068,Credit,3733.52
TRANS003069,ACC03069,Debit,926.05
TRANS003070,ACC03070,Debit,3168.59
TRANS003071,ACC03071,Debit,1427.07
TRANS003072,ACC03072,Debit,3911.11
TRANS003073,ACC03073,Debit,3965.02
TRANS003074,ACC03074,Debit,4211.28
TRANS003075,ACC03075,Credit,970.41
TRANS003076,ACC03076,Credit,3372.74
TRANS003077,ACC03077,Credit,1969.68
TRANS003078,ACC03078,Credit,2143.23
TRANS003079,ACC03079,Credit,3317.65
TRANS003080,ACC03080,Credit,3145.09
TRANS003081,ACC03081,Debit,1699.12
TRANS003082,ACC03082,Credit,956.7
TRANS003083,ACC03083,Debit,2732.97
TRANS003084,ACC03084,Debit,3543.39
TRANS003085,ACC03085,Debit,2961.68
TRANS003086,ACC03086,Credit,2542.67
TRANS003087,ACC03087,Debit,3221.22
TRANS003088,ACC03088,Debit,4165.7
TRANS003089,ACC03089,Debit,280.59
TRANS003090,ACC03090,Credit,4212.46
TRANS003091,ACC03091,Debit,2248.68
TRANS003092,ACC03092,Debit,3455.36
TRANS003093,ACC03093,Debit,1986.47
TRANS003094,ACC03094,Debit,1274.03
TRANS003095,ACC03095,Debit,3703.51
TRANS003096,ACC03096,Debit,3039.41
TRANS003097,ACC03097,Debit,1139.34
TRANS003098,ACC03098,Debit,3534.8
TRANS003099,ACC03099,Debit,3795.77
TRANS003100,ACC03100,Debit,4944.56
TRANS003101,ACC03101,Debit,4296.73
TRANS003102,ACC03102,Credit,1838.23
TRANS003103,ACC03103,Credit,1319.27
TRANS003104,ACC03104,Debit,3322.69
TRANS003105,ACC03105,Credit,2856.51
TRANS003106,ACC03106,Credit,3734.98
TRANS003107,ACC03107,Credit,4157.64
TRANS003108,ACC03108,Credit,4266.86
TRANS003109,ACC03109,Debit,1301.58
TRANS003110,ACC03110,Credit,4279.58
TRANS003111,ACC03111,Debit,1685.63
TRANS003112,ACC03112,Credit,1922.51
TRANS003113,ACC03113,Debit,1267.24
TRANS003114,ACC03114,Credit,3235.32
TRANS003115,ACC03115,Credit,2848.18
TRANS003116,ACC03116,Credit,2380.36
TRANS003117,ACC03117,Credit,1054.1
TRANS003118,ACC03118,Credit,1064.92
TRANS003119,ACC03119,Debit,4146.41
TRANS003120,ACC03120,Debit,4364.19
TRANS003121,ACC03121,Credit,3402.53
TRANS003122,ACC03122,Credit,3457.07
TRANS003123,ACC03123,Credit,3988.45
TRANS003124,ACC03124,Credit,4009.14
TRANS003125,ACC03125,Debit,598.04
TRANS003126,ACC03126,Debit,2431.71
TRANS003127,ACC03127,Credit,4757.75
TRANS003128,ACC03128,Credit,90.0
TRANS003129,ACC03129,Debit,2923.15
TRANS003130,ACC03130,Debit,690.15
TRANS003131,ACC03131,Credit,70.05
TRANS003132,ACC03132,Debit,2766.6
TRANS003133,ACC03133,Debit,3401.55
TRANS003134,ACC03134,Debit,4762.48
TRANS003135,ACC03135,Credit,4239.77
TRANS003136,ACC03136,Debit,4746.23
TRANS003137,ACC03137,Credit,3512.26
TRANS003138,ACC03138,Credit,4797.55
TRANS003139,ACC03139,Credit,152.19
TRANS003140,ACC03140,Credit,3886.65
TRANS003141,ACC03141,Credit,119.61
TRANS003142,ACC03142,Debit,271.0
TRANS003143,ACC03143,Credit,2033.77
TRANS003144,ACC03144,Credit,3939.05
TRANS003145,ACC03145,Debit,338.19
TRANS003146,ACC03146,Credit,4251.72
TRANS003147,ACC03147,Debit,3421.22
TRANS003148,ACC03148,Debit,4440.57
TRANS003149,ACC03149,Credit,1682.44
TRANS003150,ACC03150,Credit,53.52
TRANS003151,ACC03151,Debit,3860.11
TRANS003152,ACC03152,Credit,4675.22
TRANS003153,ACC03153,Credit,833.85
TRANS003154,ACC03154,Credit,2972.47
TRANS003155,ACC03155,Credit,3905.88
TRANS003156,ACC03156,Debit,899.43
TRANS003157,ACC03157,Credit,4868.55
TRANS003158,ACC03158,Debit,2764.6
TRANS003159,ACC03159,Credit,3404.14
TRANS003160,ACC03160,Credit,4984.29
TRANS003161,ACC03161,Credit,1889.86
TRANS003162,ACC03162,Debit,1613.74
TRANS003163,ACC03163,Credit,2528.76
TRANS003164,ACC03164,Credit,2930.14
TRANS003165,ACC03165,Credit,3937.56
TRANS003166,ACC03166,Debit,2037.91
TRANS003167,ACC03167,Debit,3745.43
TRANS003168,ACC03168,Credit,1460.43
TRANS003169,ACC03169,Debit,3986.67
TRANS003170,ACC03170,Debit,391.89
TRANS003171,ACC03171,Debit,492.42
TRANS003172,ACC03172,Credit,4948.8
TRANS003173,ACC03173,Debit,1934.16
TRANS003174,ACC03174,Credit,2227.41
TRANS003175,ACC03175,Credit,2599.73
TRANS003176,ACC03176,Credit,3895.21
TRANS003177,ACC03177,Credit,2000.87
TRANS003178,ACC03178,Credit,3019.11
TRANS003179,ACC03179,Credit,3880.72
TRANS003180,ACC03180,Credit,1905.3
TRANS003181,ACC03181,Debit,3529.03
TRANS003182,ACC03182,Debit,501.8
TRANS003183,ACC03183,Debit,2987.56
TRANS003184,ACC03184,Debit,3835.92
TRANS003185,ACC03185,Debit,2937.3
TRANS003186,ACC03186,Credit,805.82
TRANS003187,ACC03187,Credit,2967.28
TRANS003188,ACC03188,Debit,1814.99
TRANS003189,ACC03189,Credit,2114.29
TRANS003190,ACC03190,Credit,739.46
TRANS003191,ACC03191,Debit,197.06
TRANS003192,ACC03192,Debit,2776.02
TRANS003193,ACC03193,Credit,1152.86
TRANS003194,ACC03194,Debit,1034.35
TRANS003195,ACC03195,Debit,3485.97
TRANS003196,ACC03196,Debit,1727.18
TRANS003197,ACC03197,Debit,4210.88
TRANS003198,ACC03198,Credit,2005.59
TRANS003199,ACC03199,Debit,1116.3
TRANS003200,ACC03200,Debit,3109.38
TRANS003201,ACC03201,Credit,527.62
TRANS003202,ACC03202,Debit,3077.23
TRANS003203,ACC03203,Debit,1049.85
TRANS003204,ACC03204,Debit,2085.26
TRANS003205,ACC03205,Debit,1365.43
TRANS003206,ACC03206,Credit,592.55
TRANS003207,ACC03207,Debit,1376.49
TRANS003208,ACC03208,Credit,181.78
TRANS003209,ACC03209,Debit,1541.48
TRANS003210,ACC03210,Credit,2020.6
TRANS003211,ACC03211,Debit,4052.6
TRANS003212,ACC03212,Credit,1974.86
TRANS003213,ACC03213,Debit,3356.49
TRANS003214,ACC03214,Credit,4180.64
TRANS003215,ACC03215,Credit,4157.4
TRANS003216,ACC03216,Credit,233.61
TRANS003217,ACC03217,Debit,1711.83
TRANS003218,ACC03218,Credit,2078.34
TRANS003219,ACC03219,Debit,1433.54
TRANS003220,ACC03220,Credit,1925.88
TRANS003221,ACC03221,Credit,3222.72
TRANS003222,ACC03222,Credit,4938.27
TRANS003223,ACC03223,Credit,3007.89
TRANS003224,ACC03224,Credit,4878.49
TRANS003225,ACC03225,Debit,3128.26
TRANS003226,ACC03226,Debit,4173.0
TRANS003227,ACC03227,Credit,1838.04
TRANS003228,ACC03228,Credit,768.6
TRANS003229,ACC03229,Debit,4286.75
TRANS003230,ACC03230,Credit,3946.45
TRANS003231,ACC03231,Credit,3233.43
TRANS003232,ACC03232,Debit,466.99
TRANS003233,ACC03233,Debit,1399.72
TRANS003234,ACC03234,Debit,4717.2
TRANS003235,ACC03235,Debit,1942.77
TRANS003236,ACC03236,Credit,931.98
TRANS003237,ACC03237,Debit,22.46
TRANS003238,ACC03238,Credit,3287.47
TRANS003239,ACC03239,Credit,2607.53
TRANS003240,ACC03240,Credit,3909.77
TRANS003241,ACC03241,Credit,2031.34
TRANS003242,ACC03242,Debit,2182.68
TRANS003243,ACC03243,Debit,560.48
TRANS003244,ACC03244,Credit,1969.82
TRANS003245,ACC03245,Credit,2481.76
TRANS003246,ACC03246,Credit,4442.67
TRANS003247,ACC03247,Debit,2155.12
TRANS003248,ACC03248,Credit,3511.09
TRANS003249,ACC03249,Debit,3859.72
TRANS003250,ACC03250,Credit,4849.72
TRANS003251,ACC03251,Debit,1061.81
TRANS003252,ACC03252,Debit,2840.23
TRANS003253,ACC03253,Credit,4145.89
