Account ID,Customer ID,Account Type,Branch,Balance,Currency
ACC02998,CUST2930,Current,San Diego,19806.12,INR
ACC02999,CUST2931,Current,Phoenix,54974.53,GBP
ACC03000,CUST2932,Recurring Deposit,Chicago,91006.61,GBP
ACC03001,CUST2933,Current,Philadelphia,49956.98,INR
ACC03002,CUST2934,Fixed Deposit,San Diego,87442.68,INR
ACC03003,CUST2935,Savings,San Antonio,30127.83,GBP
ACC03004,CUST2936,Current,Los Angeles,42288.42,EUR
ACC03005,CUST2937,Savings,Chicago,87666.54,INR
ACC03006,CUST2938,Fixed Deposit,Phoenix,63242.67,JPY
ACC03007,CUST2939,Savings,New York,50355.74,INR
ACC03008,CUST2940,Recurring Deposit,San Diego,5131.28,JPY
ACC03009,CUST2941,Recurring Deposit,Philadelphia,45792.15,GBP
ACC03010,CUST2942,Savings,Houston,27743.06,JPY
ACC03011,CUST2943,Fixed Deposit,Phoenix,59730.27,JPY
ACC03012,CUST2944,Recurring Deposit,New York,26105.46,JPY
ACC03013,CUST2945,Savings,San Antonio,96609.12,EUR
ACC03014,CUST2946,Recurring Deposit,Phoenix,10847.34,EUR
ACC03015,CUST2947,Savings,Los Angeles,83590.03,USD
ACC03016,CUST2948,Current,Houston,83108.24,USD
ACC03017,CUST2949,Savings,New York,13398.68,JPY
ACC03018,CUST2950,Current,San Diego,68981.76,EUR
ACC03019,CUST2951,Fixed Deposit,Philadelphia,4099.48,USD
ACC03020,CUST2952,Current,Chicago,32283.82,INR
ACC03021,CUST2953,Current,Philadelphia,36848.2,GBP
ACC03022,CUST2954,Current,Chicago,8174.2,USD
ACC03023,CUST2955,Current,San Diego,71676.84,INR
ACC03024,CUST2956,Current,New York,5212.78,USD
ACC03025,CUST2957,Recurring Deposit,Houston,79449.25,JPY
ACC03026,CUST1696,Savings,Phoenix,26934.69,EUR
ACC03027,CUST2958,Recurring Deposit,Phoenix,60758.34,USD
ACC03028,CUST2959,Savings,Phoenix,84674.95,INR
ACC03029,CUST2960,Fixed Deposit,San Antonio,89033.19,USD
ACC03030,CUST2961,Recurring Deposit,San Diego,95152.05,EUR
ACC03031,CUST2962,Current,Phoenix,78868.33,USD
ACC03032,CUST2963,Savings,New York,75947.5,USD
ACC03033,CUST2964,Current,San Diego,1016.34,GBP
ACC03034,CUST1180,Fixed Deposit,Chicago,77617.36,JPY
ACC03035,CUST2965,Recurring Deposit,New York,36528.87,JPY
ACC03036,CUST2966,Savings,Phoenix,25917.91,INR
ACC03037,CUST2967,Current,Los Angeles,55811.74,INR
ACC03038,CUST2968,Fixed Deposit,San Antonio,91801.8,GBP
ACC03039,CUST2969,Recurring Deposit,Los Angeles,53891.38,GBP
ACC03040,CUST2736,Current,Los Angeles,17994.66,JPY
ACC03041,CUST2970,Fixed Deposit,Phoenix,99872.38,GBP
ACC03042,CUST2971,Savings,Phoenix,75812.13,GBP
ACC03043,CUST2972,Recurring Deposit,Phoenix,30798.26,JPY
ACC03044,CUST2973,Recurring Deposit,Los Angeles,32587.32,INR
ACC03045,CUST2974,Fixed Deposit,Phoenix,85010.59,INR
ACC03046,CUST1871,Savings,Philadelphia,8079.13,INR
ACC03047,CUST2975,Current,Phoenix,169.24,JPY
ACC03048,CUST2976,Current,New York,86798.5,JPY
ACC03049,CUST2977,Fixed Deposit,New York,97265.16,USD
ACC03050,CUST2978,Savings,Houston,8196.14,GBP
ACC03051,CUST2979,Savings,Chicago,98962.04,USD
ACC03052,CUST2980,Current,San Antonio,75542.15,JPY
ACC03053,CUST2981,Recurring Deposit,San Diego,52633.22,JPY
ACC03054,CUST2322,Savings,San Diego,25841.3,EUR
ACC03055,CUST2932,Current,New York,66766.11,INR
ACC03056,CUST2982,Current,Philadelphia,28192.06,EUR
ACC03057,CUST2983,Recurring Deposit,San Antonio,86933.36,GBP
ACC03058,CUST2984,Fixed Deposit,San Diego,68418.77,JPY
ACC03059,CUST2985,Savings,Houston,42186.21,JPY
ACC03060,CUST2986,Current,Phoenix,12880.98,INR
ACC03061,CUST2987,Recurring Deposit,San Diego,54385.19,JPY
ACC03062,CUST2988,Fixed Deposit,Chicago,42683.34,INR
ACC03063,CUST2989,Fixed Deposit,Chicago,42557.55,GBP
ACC03064,CUST2990,Fixed Deposit,San Antonio,74924.21,INR
ACC03065,CUST2991,Recurring Deposit,San Antonio,53866.13,USD
ACC03066,CUST2992,Savings,Houston,32625.4,JPY
ACC03067,CUST2993,Fixed Deposit,Phoenix,19261.89,GBP
ACC03068,CUST2994,Savings,Houston,56565.82,GBP
ACC03069,CUST2995,Recurring Deposit,Philadelphia,72511.37,USD
ACC03070,CUST2996,Current,Chicago,51710.62,JPY
ACC03071,CUST2997,Savings,Philadelphia,12313.16,GBP
ACC03072,CUST2998,Fixed Deposit,Los Angeles,15661.64,USD
ACC03073,CUST2999,Current,Chicago,28899.78,EUR
ACC03074,CUST3000,Recurring Deposit,San Diego,75606.66,JPY
ACC03075,CUST2689,Recurring Deposit,San Diego,50302.6,INR
ACC03076,CUST3001,Savings,New York,16446.2,INR
ACC03077,CUST3002,Current,San Diego,74480.24,USD
ACC03078,CUST3003,Current,Philadelphia,44304.34,EUR
ACC03079,CUST3004,Recurring Deposit,Houston,11336.97,USD
ACC03080,CUST3005,Recurring Deposit,San Antonio,13606.94,INR
ACC03081,CUST3006,Savings,Philadelphia,66861.1,USD
ACC03082,CUST3007,Fixed Deposit,San Antonio,4382.79,USD
ACC03083,CUST3008,Recurring Deposit,Los Angeles,45561.58,INR
ACC03084,CUST3009,Current,New York,3967.9,USD
ACC03085,CUST3010,Recurring Deposit,San Antonio,42364.0,EUR
ACC03086,CUST3011,Current,San Diego,74104.27,USD
ACC03087,CUST3012,Recurring Deposit,Phoenix,30968.17,INR
ACC03088,CUST3013,Savings,Philadelphia,1513.39,JPY
ACC03089,CUST3014,Fixed Deposit,San Diego,98354.69,INR
ACC03090,CUST3015,Current,New York,66992.9,INR
ACC03091,CUST3016,Current,Los Angeles,83731.31,INR
ACC03092,CUST3017,Savings,San Antonio,95853.77,JPY
ACC03093,CUST3018,Savings,New York,33693.83,USD
ACC03094,CUST3019,Fixed Deposit,Phoenix,3459.36,INR
ACC03095,CUST3020,Fixed Deposit,Los Angeles,46162.24,GBP
ACC03096,CUST3021,Savings,San Diego,14727.99,USD
ACC03097,CUST3022,Savings,San Antonio,49023.79,INR
ACC03098,CUST3023,Fixed Deposit,Houston,23444.48,INR
ACC03099,CUST3024,Fixed Deposit,Houston,67529.47,JPY
ACC03100,CUST3025,Current,New York,34752.68,INR
ACC03101,CUST3026,Recurring Deposit,Los Angeles,67142.43,USD
ACC03102,CUST3027,Fixed Deposit,San Antonio,3758.44,JPY
ACC03103,CUST3028,Fixed Deposit,Philadelphia,64663.68,USD
ACC03104,CUST3029,Recurring Deposit,Philadelphia,48480.92,GBP
ACC03105,CUST3030,Fixed Deposit,Houston,8059.25,EUR
ACC03106,CUST3031,Recurring Deposit,Los Angeles,33808.25,GBP
ACC03107,CUST3032,Savings,Chicago,56953.73,EUR
ACC03108,CUST3033,Fixed Deposit,San Diego,60949.68,INR
ACC03109,CUST3034,Savings,Chicago,8733.3,EUR
ACC03110,CUST3035,Fixed Deposit,Houston,13480.9,INR
ACC03111,CUST3036,Current,Philadelphia,71921.94,GBP
ACC03112,CUST3037,Fixed Deposit,New York,25141.64,JPY
ACC03113,CUST3038,Fixed Deposit,Houston,25757.6,JPY
ACC03114,CUST3039,Fixed Deposit,Phoenix,30217.36,JPY
ACC03115,CUST3040,Savings,San Diego,58318.84,GBP
ACC03116,CUST3041,Current,San Antonio,50052.55,USD
ACC03117,CUST3042,Current,New York,40697.33,INR
ACC03118,CUST3043,Current,Philadelphia,30456.08,GBP
ACC03119,CUST3044,Current,San Diego,84827.54,JPY
ACC03120,CUST3045,Fixed Deposit,Los Angeles,74012.45,INR
ACC03121,CUST3046,Recurring Deposit,San Antonio,82178.63,USD
ACC03122,CUST3047,Recurring Deposit,Phoenix,7379.66,EUR
ACC03123,CUST1530,Current,New York,43830.96,JPY
ACC03124,CUST3048,Fixed Deposit,Philadelphia,73500.62,GBP
ACC03125,CUST3049,Fixed Deposit,Houston,93055.27,USD
ACC03126,CUST3050,Savings,Los Angeles,83547.0,USD
ACC03127,CUST3051,Fixed Deposit,Chicago,11037.6,GBP
ACC03128,CUST3052,Current,Chicago,55542.42,USD
ACC03129,CUST3053,Recurring Deposit,Houston,10443.38,JPY
ACC03130,CUST3054,Savings,Phoenix,46698.76,GBP
ACC03131,CUST3055,Savings,Los Angeles,21281.23,JPY
ACC03132,CUST3056,Recurring Deposit,San Antonio,98443.56,JPY
ACC03133,CUST3057,Savings,Los Angeles,98506.22,INR
ACC03134,CUST3058,Current,New York,20727.76,INR
ACC03135,CUST3059,Recurring Deposit,New York,83118.63,USD
ACC03136,CUST2489,Savings,Los Angeles,16885.46,JPY
ACC03137,CUST3060,Fixed Deposit,Chicago,72247.25,JPY
ACC03138,CUST3061,Savings,Philadelphia,37028.19,JPY
ACC03139,CUST3062,Recurring Deposit,Chicago,93755.1,INR
ACC03140,CUST3063,Current,Los Angeles,26822.02,INR
ACC03141,CUST3064,Savings,San Diego,99910.68,USD
ACC03142,CUST3065,Recurring Deposit,Phoenix,59423.36,USD
ACC03143,CUST3066,Recurring Deposit,Los Angeles,76148.29,JPY
ACC03144,CUST3067,Savings,Houston,85813.29,EUR
ACC03145,CUST3068,Recurring Deposit,Philadelphia,97751.81,JPY
ACC03146,CUST3069,Recurring Deposit,San Diego,98382.54,JPY
ACC03147,CUST3070,Fixed Deposit,Chicago,24017.81,GBP
ACC03148,CUST3071,Savings,Philadelphia,75880.62,USD
ACC03149,CUST3072,Recurring Deposit,Houston,16980.45,JPY
ACC03150,CUST3073,Current,Chicago,65403.75,EUR
ACC03151,CUST3074,Savings,New York,37469.43,INR
ACC03152,CUST3075,Savings,Phoenix,27999.8,EUR
ACC03153,CUST3076,Recurring Deposit,San Antonio,58846.22,INR
ACC03154,CUST3077,Savings,San Diego,19594.61,JPY
ACC03155,CUST3078,Fixed Deposit,Houston,56865.83,USD
ACC03156,CUST3079,Fixed Deposit,Houston,61992.11,JPY
ACC03157,CUST3080,Current,Houston,31594.35,JPY
ACC03158,CUST0211,Current,Houston,98916.46,INR
ACC03159,CUST3081,Fixed Deposit,New York,75638.39,INR
ACC03160,CUST3082,Savings,Phoenix,86012.94,INR
ACC03161,CUST3083,Savings,Chicago,8668.64,USD
ACC03162,CUST3084,Recurring Deposit,Houston,24688.4,INR
ACC03163,CUST3085,Savings,New York,81391.32,EUR
ACC03164,CUST0152,Fixed Deposit,Phoenix,72227.03,INR
ACC03165,CUST3086,Savings,Houston,17602.38,USD
ACC03166,CUST3087,Recurring Deposit,Philadelphia,68461.81,USD
ACC03167,CUST3088,Current,Chicago,59874.44,USD
ACC03168,CUST3089,Recurring Deposit,Chicago,52363.09,EUR
ACC03169,CUST3090,Savings,Phoenix,38015.51,EUR
ACC03170,CUST3091,Savings,San Diego,90665.75,USD
ACC03171,CUST3092,Fixed Deposit,Philadelphia,76672.73,GBP
ACC03172,CUST3093,Current,Philadelphia,25278.51,USD
ACC03173,CUST3094,Current,Los Angeles,32666.02,USD
ACC03174,CUST3095,Recurring Deposit,Phoenix,38812.42,GBP
ACC03175,CUST3096,Current,New York,77091.36,JPY
ACC03176,CUST3097,Fixed Deposit,San Diego,25236.38,USD
ACC03177,CUST3098,Current,Phoenix,23668.52,GBP
ACC03178,CUST3099,Current,Phoenix,67695.28,EUR
ACC03179,CUST3100,Fixed Deposit,Phoenix,99958.01,INR
ACC03180,CUST3101,Recurring Deposit,Phoenix,24524.15,EUR
ACC03181,CUST3102,Fixed Deposit,Phoenix,1778.58,JPY
ACC03182,CUST3103,Savings,Philadelphia,83651.11,EUR
ACC03183,CUST3104,Recurring Deposit,Los Angeles,45933.57,GBP
ACC03184,CUST3105,Fixed Deposit,Houston,53759.12,EUR
ACC03185,CUST3106,Current,Philadelphia,60407.16,INR
ACC03186,CUST3107,Savings,Philadelphia,96093.91,GBP
ACC03187,CUST3108,Fixed Deposit,Houston,70825.18,USD
ACC03188,CUST3109,Recurring Deposit,Los Angeles,16209.92,EUR
ACC03189,CUST3110,Fixed Deposit,Chicago,9927.59,USD
ACC03190,CUST3111,Recurring Deposit,Houston,24558.0,EUR
ACC03191,CUST3112,Savings,Philadelphia,73904.65,USD
ACC03192,CUST3113,Savings,San Diego,19946.85,INR
ACC03193,CUST3114,Fixed Deposit,New York,84936.48,USD
ACC03194,CUST3115,Savings,New York,14923.02,JPY
ACC03195,CUST3116,Fixed Deposit,Houston,5190.66,USD
ACC03196,CUST3117,Savings,Philadelphia,33663.14,INR
ACC03197,CUST3118,Current,Phoenix,1157.31,USD
ACC03198,CUST3119,Fixed Deposit,San Diego,62401.88,USD
ACC03199,CUST3120,Current,Philadelphia,1759.77,JPY
ACC03200,CUST3121,Fixed Deposit,San Antonio,85825.46,JPY
ACC03201,CUST3122,Recurring Deposit,Phoenix,13074.33,JPY
ACC03202,CUST3123,Savings,Los Angeles,57326.91,EUR
ACC03203,CUST3124,Current,Los Angeles,31439.09,EUR
ACC03204,CUST3125,Current,Chicago,78242.74,JPY
ACC03205,CUST3126,Fixed Deposit,Philadelphia,71165.1,GBP
ACC03206,CUST3127,Fixed Deposit,San Diego,47495.61,USD
ACC03207,CUST3128,Recurring Deposit,Chicago,81012.62,EUR
ACC03208,CUST3129,Savings,Philadelphia,35689.98,INR
ACC03209,CUST3130,Savings,New York,41156.87,USD
ACC03210,CUST3131,Fixed Deposit,Chicago,34297.55,GBP
ACC03211,CUST3132,Current,Los Angeles,19645.5,INR
ACC03212,CUST3133,Savings,San Diego,58093.69,USD
ACC03213,CUST3134,Current,Phoenix,34343.04,EUR
ACC03214,CUST3135,Savings,Houston,38640.53,USD
ACC03215,CUST3136,Current,New York,32747.67,USD
ACC03216,CUST3137,Current,San Diego,55831.66,GBP
ACC03217,CUST3138,Savings,Philadelphia,67174.26,USD
ACC03218,CUST3139,Current,Philadelphia,61001.93,JPY
ACC03219,CUST3140,Savings,Houston,26604.24,GBP
ACC03220,CUST3141,Fixed Deposit,San Antonio,54978.36,GBP
ACC03221,CUST3142,Fixed Deposit,New York,6324.02,EUR
ACC03222,CUST3143,Savings,Houston,89802.78,INR
ACC03223,CUST3144,Savings,San Antonio,35750.59,JPY
ACC03224,CUST3145,Fixed Deposit,New York,66610.71,GBP
ACC03225,CUST3146,Recurring Deposit,Houston,38153.17,INR
ACC03226,CUST3147,Recurring Deposit,San Diego,71943.12,EUR
ACC03227,CUST3148,Fixed Deposit,San Diego,20741.22,GBP
ACC03228,CUST3149,Fixed Deposit,New York,10071.35,GBP
ACC03229,CUST3150,Current,San Diego,37862.23,USD
ACC03230,CUST3151,Current,Phoenix,28189.24,INR
ACC03231,CUST3152,Fixed Deposit,Philadelphia,65635.63,USD
ACC03232,CUST3153,Fixed Deposit,Chicago,95396.18,EUR
ACC03233,CUST3154,Current,San Diego,17313.79,INR
ACC03234,CUST3155,Recurring Deposit,Phoenix,52036.73,JPY
ACC03235,CUST3156,Savings,San Antonio,27895.58,INR
ACC03236,CUST3157,Recurring Deposit,Houston,44681.22,GBP
ACC03237,CUST3158,Fixed Deposit,New York,70275.97,EUR
ACC03238,CUST3159,Fixed Deposit,Houston,66855.67,JPY
ACC03239,CUST3160,Current,Phoenix,79916.38,USD
ACC03240,CUST3161,Current,San Antonio,3299.59,EUR
ACC03241,CUST3162,Recurring Deposit,Philadelphia,1735.47,JPY
ACC03242,CUST3163,Fixed Deposit,New York,32604.33,USD
ACC03243,CUST3164,Current,Phoenix,7011.87,EUR
ACC03244,CUST3165,Recurring Deposit,San Diego,15390.7,USD
ACC03245,CUST3166,Recurring Deposit,San Antonio,89828.03,USD
ACC03246,CUST3167,Current,New York,52159.65,JPY
ACC03247,CUST3168,Fixed Deposit,San Antonio,73177.79,JPY
ACC03248,CUST3169,Fixed Deposit,San Antonio,55412.85,EUR
ACC03249,CUST3170,Savings,San Diego,8083.64,USD
ACC03250,CUST0816,Fixed Deposit,Houston,92441.28,JPY
ACC03251,CUST3171,Recurring Deposit,Chicago,85191.03,INR
ACC03252,CUST3172,Current,Phoenix,93006.18,JPY
ACC03253,CUST3173,Fixed Deposit,Chicago,18719.58,EUR
ACC03254,CUST3174,Savings,San Antonio,22846.51,USD
ACC03255,CUST3175,Current,Chicago,71228.48,USD
ACC03256,CUST3176,Savings,Philadelphia,13941.77,INR
ACC03257,CUST3177,Savings,Phoenix,5464.93,USD
ACC03258,CUST3178,Fixed Deposit,Philadelphia,32720.2,EUR
ACC03259,CUST3179,Current,Phoenix,55324.84,JPY
ACC03260,CUST3180,Savings,Philadelphia,83342.18,INR
ACC03261,CUST3181,Recurring Deposit,Philadelphia,17592.99,EUR
ACC03262,CUST3182,Fixed Deposit,San Diego,63927.92,GBP
ACC03263,CUST3183,Recurring Deposit,Philadelphia,79827.11,USD
ACC03264,CUST3184,Fixed Deposit,Los Angeles,17816.81,EUR
ACC03265,CUST3185,Recurring Deposit,San Antonio,3101.02,JPY
ACC03266,CUST3186,Recurring Deposit,Chicago,98393.23,JPY
ACC03267,CUST3187,Recurring Deposit,San Diego,79616.39,USD
ACC03268,CUST0522,Savings,Philadelphia,19831.47,EUR
ACC03269,CUST3188,Recurring Deposit,Philadelphia,58881.62,JPY
ACC03270,CUST3189,Fixed Deposit,New York,1359.87,INR
ACC03271,CUST3190,Savings,Chicago,68621.21,EUR
ACC03272,CUST3191,Savings,Chicago,47468.67,GBP
ACC03273,CUST3192,Fixed Deposit,Phoenix,2461.54,USD
ACC03274,CUST3193,Recurring Deposit,Chicago,69295.68,JPY
ACC03275,CUST3194,Savings,Chicago,73432.17,USD
ACC03276,CUST1071,Recurring Deposit,New York,44136.65,INR
ACC03277,CUST3195,Current,San Diego,21416.56,INR
ACC03278,CUST3196,Fixed Deposit,San Diego,38464.17,GBP
ACC03279,CUST1993,Current,Phoenix,6346.99,JPY
ACC03280,CUST3197,Current,Philadelphia,91861.26,INR
ACC03281,CUST3198,Current,Phoenix,30025.08,INR
ACC03282,CUST3199,Savings,Los Angeles,94788.53,INR
ACC03283,CUST3200,Savings,New York,77252.04,INR
ACC03284,CUST3201,Savings,San Diego,13683.01,USD
ACC03285,CUST3202,Recurring Deposit,Houston,56605.65,EUR
ACC03286,CUST3203,Recurring Deposit,Philadelphia,92260.73,JPY
ACC03287,CUST3204,Savings,Chicago,57437.24,USD
ACC03288,CUST3205,Recurring Deposit,Chicago,21496.93,JPY
ACC03289,CUST3206,Savings,San Diego,20373.93,JPY
ACC03290,CUST3207,Recurring Deposit,Chicago,41035.53,EUR
ACC03291,CUST3208,Recurring Deposit,Chicago,76601.97,GBP
ACC03292,CUST3209,Fixed Deposit,San Antonio,48196.52,EUR
ACC03293,CUST1159,Savings,Phoenix,98498.58,JPY
ACC03294,CUST3210,Fixed Deposit,Phoenix,18474.06,EUR
ACC03295,CUST3211,Recurring Deposit,San Diego,54059.05,GBP
ACC03296,CUST3212,Fixed Deposit,Phoenix,43059.5,INR
ACC03297,CUST3213,Savings,New York,21393.71,JPY
ACC03298,CUST3214,Savings,Philadelphia,75568.47,USD
ACC03299,CUST3215,Current,Los Angeles,24887.38,EUR
ACC03300,CUST3216,Current,San Antonio,79522.04,JPY
ACC03301,CUST3217,Savings,San Diego,19710.03,JPY
ACC03302,CUST3218,Recurring Deposit,Houston,88321.32,GBP
ACC03303,CUST3219,Fixed Deposit,Los Angeles,78258.56,EUR
ACC03304,CUST3220,Fixed Deposit,San Antonio,9701.17,JPY
ACC03305,CUST3221,Current,San Diego,17955.28,INR
ACC03306,CUST1305,Savings,Philadelphia,70546.72,GBP
ACC03307,CUST3222,Current,Chicago,9910.65,USD
ACC03308,CUST3223,Current,Los Angeles,44889.72,USD
ACC03309,CUST3224,Fixed Deposit,Chicago,11262.07,USD
ACC03310,CUST3225,Current,San Diego,25468.06,INR
ACC03311,CUST3226,Current,Chicago,56346.44,INR
ACC03312,CUST3227,Current,Chicago,2290.15,INR
ACC03313,CUST3228,Current,San Diego,13563.61,INR
ACC03314,CUST3229,Current,Chicago,68185.08,GBP
ACC03315,CUST2634,Fixed Deposit,Chicago,60506.78,JPY
ACC03316,CUST3230,Savings,New York,93396.72,EUR
ACC03317,CUST3231,Savings,San Antonio,50409.32,INR
ACC03318,CUST3232,Savings,San Diego,75185.58,GBP
ACC03319,CUST1429,Recurring Deposit,San Antonio,57383.71,EUR
ACC03320,CUST3233,Fixed Deposit,Houston,10743.05,GBP
ACC03321,CUST3234,Fixed Deposit,New York,26965.71,USD
ACC03322,CUST3235,Savings,San Antonio,3432.8,JPY
ACC03323,CUST3236,Recurring Deposit,Phoenix,15872.16,EUR
ACC03324,CUST3237,Recurring Deposit,Chicago,52818.11,GBP
ACC03325,CUST3238,Savings,Chicago,91203.41,JPY
ACC03326,CUST3239,Recurring Deposit,Phoenix,949.29,INR
ACC03327,CUST3240,Fixed Deposit,Houston,38067.33,INR
ACC03328,CUST3241,Fixed Deposit,Chicago,92127.88,EUR
ACC03329,CUST3242,Fixed Deposit,New York,72130.91,GBP
ACC03330,CUST3243,Current,New York,11755.01,JPY
ACC03331,CUST3244,Recurring Deposit,San Diego,54718.67,JPY
ACC03332,CUST2218,Savings,New York,68791.01,JPY
ACC03333,CUST3245,Fixed Deposit,Philadelphia,6271.61,GBP
ACC03334,CUST3246,Current,Phoenix,17821.25,USD
ACC03335,CUST3247,Recurring Deposit,Chicago,30985.07,JPY
ACC03336,CUST3248,Current,Philadelphia,48824.75,INR
ACC03337,CUST3249,Savings,San Diego,80841.3,INR
ACC03338,CUST3250,Savings,Philadelphia,32027.47,USD
ACC03339,CUST3251,Current,Phoenix,92904.67,EUR
ACC03340,CUST3252,Savings,Houston,85677.08,INR
ACC03341,CUST3253,Current,Chicago,99748.85,GBP
ACC03342,CUST3254,Recurring Deposit,Los Angeles,74214.54,JPY
ACC03343,CUST2889,Savings,Philadelphia,28176.35,INR
ACC03344,CUST3255,Recurring Deposit,Philadelphia,38694.76,JPY
ACC03345,CUST3256,Savings,Chicago,34019.88,EUR
ACC03346,CUST3257,Recurring Deposit,Philadelphia,47798.85,USD
ACC03347,CUST3258,Current,Philadelphia,93377.67,JPY
ACC03348,CUST3259,Savings,Houston,72956.82,USD
ACC03349,CUST3260,Current,Los Angeles,42872.21,GBP
ACC03350,CUST3261,Current,San Antonio,91386.97,EUR
ACC03351,CUST3262,Savings,Chicago,2128.8,JPY
ACC03352,CUST3263,Current,Houston,99328.44,EUR
ACC03353,CUST3264,Current,Philadelphia,66771.27,INR
ACC03354,CUST3265,Fixed Deposit,Phoenix,96180.72,GBP
ACC03355,CUST3266,Fixed Deposit,New York,5923.06,GBP
ACC03356,CUST3267,Current,Chicago,79896.85,GBP
ACC03357,CUST3268,Fixed Deposit,Phoenix,36563.69,JPY
ACC03358,CUST3269,Recurring Deposit,Phoenix,68988.55,GBP
ACC03359,CUST3270,Fixed Deposit,San Diego,77774.7,EUR
ACC03360,CUST3271,Savings,Chicago,77138.96,INR
ACC03361,CUST3272,Savings,Philadelphia,32977.79,JPY
ACC03362,CUST3273,Recurring Deposit,Chicago,14980.54,USD
ACC03363,CUST3274,Savings,Philadelphia,80153.61,USD
ACC03364,CUST3275,Current,New York,21505.57,EUR
ACC03365,CUST3276,Recurring Deposit,New York,6747.79,USD
ACC03366,CUST3277,Recurring Deposit,Phoenix,21579.39,EUR
ACC03367,CUST3278,Current,Houston,8403.0,JPY
ACC03368,CUST3279,Recurring Deposit,Chicago,60792.16,INR
ACC03369,CUST3280,Recurring Deposit,Chicago,53275.59,INR
ACC03370,CUST3281,Recurring Deposit,Chicago,72473.59,USD
ACC03371,CUST3282,Fixed Deposit,Los Angeles,40144.92,GBP
ACC03372,CUST3283,Current,New York,89884.44,INR
ACC03373,CUST3284,Current,Los Angeles,99970.85,GBP
ACC03374,CUST3285,Savings,Los Angeles,38427.71,USD
ACC03375,CUST3286,Savings,Phoenix,5821.14,EUR
ACC03376,CUST3287,Fixed Deposit,Houston,68109.21,INR
ACC03377,CUST3288,Recurring Deposit,San Antonio,20176.65,JPY
ACC03378,CUST3289,Current,San Diego,29687.24,GBP
ACC03379,CUST3290,Savings,New York,12479.53,USD
ACC03380,CUST3291,Recurring Deposit,Chicago,75652.59,INR
ACC03381,CUST3292,Recurring Deposit,San Antonio,63091.74,GBP
ACC03382,CUST3293,Savings,New York,4915.0,GBP
ACC03383,CUST3294,Current,Chicago,90367.18,JPY
ACC03384,CUST3295,Fixed Deposit,New York,10310.06,USD
ACC03385,CUST3296,Recurring Deposit,Los Angeles,70717.48,JPY
ACC03386,CUST3297,Current,Houston,95693.71,INR
ACC03387,CUST3298,Savings,Los Angeles,51751.01,JPY
ACC03388,CUST3299,Fixed Deposit,Phoenix,84785.26,EUR
ACC03389,CUST3300,Savings,Philadelphia,17212.73,GBP
ACC03390,CUST3301,Recurring Deposit,Los Angeles,87605.71,INR
ACC03391,CUST3302,Current,Los Angeles,2127.03,EUR
ACC03392,CUST3303,Recurring Deposit,Philadelphia,2790.65,GBP
ACC03393,CUST3304,Recurring Deposit,Chicago,14614.55,JPY
ACC03394,CUST3305,Recurring Deposit,Houston,75524.91,INR
ACC03395,CUST3306,Current,San Antonio,60726.12,JPY
ACC03396,CUST3307,Current,Los Angeles,67706.95,USD
ACC03397,CUST3308,Savings,Philadelphia,38836.35,USD
ACC03398,CUST3309,Savings,San Antonio,7825.31,USD
ACC03399,CUST3310,Savings,Philadelphia,90847.12,EUR
ACC03400,CUST3311,Current,Los Angeles,19087.61,INR
ACC03401,CUST3312,Recurring Deposit,Chicago,93681.09,GBP
ACC03402,CUST3313,Savings,New York,7913.68,USD
ACC03403,CUST3314,Current,Philadelphia,95221.36,EUR
ACC03404,CUST3315,Current,Chicago,94213.8,JPY
ACC03405,CUST3316,Savings,San Antonio,16721.83,INR
ACC03406,CUST3317,Recurring Deposit,Los Angeles,83311.76,INR
ACC03407,CUST3318,Recurring Deposit,New York,28122.2,JPY
ACC03408,CUST3319,Savings,San Diego,17201.46,GBP
ACC03409,CUST3320,Fixed Deposit,Phoenix,99072.77,USD
ACC03410,CUST3321,Savings,Phoenix,75569.89,GBP
ACC03411,CUST3322,Fixed Deposit,New York,29921.71,USD
ACC03412,CUST3323,Savings,San Diego,92854.34,INR
ACC03413,CUST3324,Current,Chicago,65621.32,USD
ACC03414,CUST3325,Savings,San Diego,98139.07,GBP
ACC03415,CUST3326,Recurring Deposit,Phoenix,95980.55,USD
ACC03416,CUST3327,Recurring Deposit,New York,12667.25,EUR
ACC03417,CUST3328,Savings,Phoenix,93095.02,USD
ACC03418,CUST3329,Fixed Deposit,Phoenix,11970.98,JPY
ACC03419,CUST3330,Recurring Deposit,San Antonio,55028.21,INR
ACC03420,CUST3331,Savings,New York,82403.02,INR
ACC03421,CUST3332,Savings,San Antonio,98648.05,EUR
ACC03422,CUST3333,Savings,San Antonio,8132.96,EUR
ACC03423,CUST0842,Recurring Deposit,New York,64997.92,EUR
ACC03424,CUST3334,Recurring Deposit,New York,20272.9,EUR
ACC03425,CUST3335,Fixed Deposit,Los Angeles,83616.27,INR
ACC03426,CUST3336,Savings,Los Angeles,20152.05,EUR
ACC03427,CUST3337,Savings,New York,25283.37,EUR
ACC03428,CUST3338,Fixed Deposit,Phoenix,95803.03,GBP
ACC03429,CUST3339,Fixed Deposit,San Antonio,72404.33,INR
ACC03430,CUST3340,Current,San Antonio,99896.35,INR
ACC03431,CUST3341,Savings,New York,53683.29,EUR
ACC03432,CUST3342,Fixed Deposit,Los Angeles,504.32,JPY
ACC03433,CUST3343,Current,San Antonio,63366.93,JPY
